citing,cited
2021.findings-emnlp.59,S17-2001
2021.findings-emnlp.59,2020.acl-main.207
2021.findings-emnlp.59,2021.acl-long.72
2021.findings-emnlp.59,2020.acl-main.703
2021.findings-emnlp.59,2020.emnlp-main.733
2021.findings-emnlp.59,P14-5010
2021.findings-emnlp.59,D19-1410
2021.findings-emnlp.59,2020.acl-demos.12
2022.acl-long.141,2020.acl-main.749
2021.emnlp-main.614,N19-1056
2021.emnlp-main.614,P19-1239
2021.emnlp-main.614,D15-1007
2021.emnlp-main.614,D19-1061
2021.emnlp-main.614,N19-1423
2021.emnlp-main.614,N16-1122
2021.emnlp-main.614,2020.emnlp-main.62
2021.emnlp-main.614,2020.coling-main.157
2021.emnlp-main.614,2021.naacl-main.180
2021.emnlp-main.614,D19-1469
2021.emnlp-main.614,2020.acl-main.403
2021.emnlp-main.614,P18-1186
2021.emnlp-main.614,N18-1078
2021.emnlp-main.614,P15-1131
2021.emnlp-main.614,P19-1495
2021.emnlp-main.614,2021.findings-acl.321
2021.emnlp-main.614,D19-1514
2021.emnlp-main.614,N19-1268
2021.emnlp-main.614,P19-1656
2021.emnlp-main.614,P19-1272
2021.emnlp-main.614,2020.emnlp-main.268
2020.aacl-main.80,N19-1056
2020.aacl-main.80,N19-1423
2020.aacl-main.80,N16-1122
2020.aacl-main.80,D14-1162
2020.aacl-main.80,N15-1153
2020.aacl-main.80,D17-2010
2020.aacl-main.80,P19-1272
2021.acl-short.73,S15-2045
2021.acl-short.73,S14-2010
2021.acl-short.73,S16-1081
2021.acl-short.73,S17-2001
2021.acl-short.73,N19-1300
2021.acl-short.73,N19-1423
2021.acl-short.73,D19-1006
2021.acl-short.73,2020.emnlp-main.733
2021.acl-short.73,2020.emnlp-main.552
2021.acl-short.73,N19-1128
2021.acl-short.73,2020.blackboxnlp-1.9
2021.acl-short.73,W18-5446
2021.naacl-demos.5,2020.acl-main.624
2021.findings-emnlp.50,N19-1423
2021.findings-emnlp.50,P17-1003
2021.findings-emnlp.50,P15-1128
2022.findings-acl.87,2020.alw-1.21
2022.findings-acl.87,2020.alw-1.16
2022.findings-acl.87,2020.acl-main.747
2022.findings-acl.87,2020.acl-main.261
2022.findings-acl.87,2020.alw-1.18
2022.findings-acl.87,P19-1334
2022.findings-acl.87,2020.findings-emnlp.195
2022.findings-acl.87,2021.acl-short.114
2022.findings-acl.87,D19-1474
2022.findings-acl.87,2020.alw-1.15
2022.findings-acl.87,2020.emnlp-main.470
2022.findings-acl.87,2021.acl-long.4
2022.findings-acl.87,P19-1163
2022.findings-acl.87,2020.acl-main.486
2022.findings-acl.87,2021.naacl-main.295
2022.findings-acl.87,K19-1088
2022.findings-acl.87,W19-3509
2022.findings-acl.87,W16-5618
2022.findings-acl.87,W17-3012
2022.findings-acl.87,N16-2013
2022.findings-acl.87,N19-1060
2022.findings-acl.87,D16-1163
2022.naacl-main.168,N19-1423
2022.naacl-main.168,2021.emnlp-main.75
2022.naacl-main.168,2021.emnlp-main.552
2022.naacl-main.168,2021.emnlp-main.552
2022.naacl-main.168,2020.acl-main.740
2022.naacl-main.168,2021.naacl-main.203
2022.naacl-main.168,2020.emnlp-main.550
2022.naacl-main.168,P19-1612
2022.naacl-main.168,2021.emnlp-main.109
2022.naacl-main.168,2020.acl-main.447
2022.naacl-main.168,2021.eacl-main.92
2022.naacl-main.168,2021.emnlp-main.224
2022.naacl-main.168,2021.naacl-main.28
2022.naacl-main.168,2020.emnlp-main.609
2022.naacl-main.168,2021.findings-emnlp.59
2022.gebnlp-1.1,2020.alw-1.21
2022.gebnlp-1.1,2020.alw-1.18
2022.gebnlp-1.1,N18-2002
2022.gebnlp-1.1,P19-1163
2022.gebnlp-1.1,2020.acl-main.486
2022.gebnlp-1.1,K19-1088
2022.gebnlp-1.1,W17-1606
2022.gebnlp-1.1,W16-5618
2022.gebnlp-1.1,N19-1060
2022.gebnlp-1.1,2020.socialnlp-1.2
2021.findings-emnlp.60,P17-1183
2021.findings-emnlp.60,P18-2049
2021.findings-emnlp.60,P17-1080
2021.findings-emnlp.60,D18-1313
2021.findings-emnlp.60,W16-2301
2021.findings-emnlp.60,W17-4705
2021.findings-emnlp.60,2020.emnlp-main.367
2021.findings-emnlp.60,N19-1423
2021.findings-emnlp.60,2020.coling-main.609
2021.findings-emnlp.60,2020.sigmorphon-1.24
2021.findings-emnlp.60,P18-1007
2021.findings-emnlp.60,D18-2012
2021.findings-emnlp.60,2020.emnlp-main.203
2021.findings-emnlp.60,D18-1151
2021.findings-emnlp.60,W18-6319
2021.findings-emnlp.60,2020.acl-main.170
2021.findings-emnlp.60,P19-1561
2021.findings-emnlp.60,2021.naacl-main.354
2021.findings-emnlp.60,2020.acl-main.240
2021.findings-emnlp.60,P16-1162
2021.findings-emnlp.60,W17-4704
2021.findings-emnlp.60,P17-1184
2021.findings-emnlp.60,W17-4115
2021.findings-emnlp.60,2020.sigmorphon-1.1
2021.findings-emnlp.60,2021.naacl-main.39
2021.findings-emnlp.60,P19-1148
2021.findings-emnlp.60,2020.findings-emnlp.178
2022.woah-1.1,S19-2007
2022.woah-1.1,W18-1105
2022.woah-1.1,W19-3506
2022.woah-1.1,2021.nlp4if-1.3
2022.woah-1.1,W18-5118
2022.woah-1.1,W17-3008
2022.woah-1.1,W19-3512
2022.woah-1.1,D19-1474
2022.woah-1.1,2021.naacl-main.183
2022.woah-1.1,2020.emnlp-main.470
2022.woah-1.1,P19-1163
2022.woah-1.1,K19-1088
2022.woah-1.1,W16-5618
2022.woah-1.1,2020.socialnlp-1.2
2021.naacl-demos.13,2020.acl-main.51
2021.naacl-demos.13,2020.acl-demos.22
2021.naacl-demos.13,P19-1356
2021.naacl-demos.13,W19-5034
2021.naacl-demos.13,D19-6218
2021.naacl-demos.13,2020.blackboxnlp-1.20
2021.naacl-demos.13,2020.nlposs-1.8
2021.naacl-demos.13,W14-3108
2021.naacl-demos.13,N18-1190
2021.naacl-demos.13,2020.emnlp-demos.4
2021.naacl-demos.13,2020.acl-main.429
2022.naacl-main.387,2020.acl-main.454
2022.naacl-main.387,2020.acl-main.66
2022.naacl-main.387,2020.acl-main.703
2022.naacl-main.387,P19-1081
2022.naacl-main.387,2021.acl-long.416
2022.naacl-main.387,2021.naacl-main.338
2022.naacl-main.387,2021.acl-long.58
2022.naacl-main.387,2021.naacl-main.92
2022.naacl-main.387,2020.acl-main.326
2022.naacl-main.387,2020.emnlp-demos.6
2022.naacl-main.387,D18-1076
2021.findings-emnlp.130,2020.nlposs-1.10
2021.findings-emnlp.130,2020.acl-main.747
2021.findings-emnlp.130,D18-1269
2021.findings-emnlp.130,2020.acl-main.143
2021.findings-emnlp.130,D16-1136
2021.findings-emnlp.130,P18-1031
2021.findings-emnlp.130,2020.findings-emnlp.445
2021.findings-emnlp.130,2020.findings-emnlp.323
2021.findings-emnlp.130,P15-1027
2021.findings-emnlp.130,D19-1129
2021.findings-emnlp.130,P16-1157
2021.findings-emnlp.130,D19-1449
2021.findings-emnlp.130,D18-1034
2021.findings-emnlp.130,D18-1268
2021.findings-emnlp.130,2020.acl-demos.12
2021.findings-emnlp.130,2020.acl-main.201
2021.findings-emnlp.130,D16-1163
2021.insights-1.3,2020.acl-main.421
2021.insights-1.3,D19-1090
2021.insights-1.3,N19-1423
2021.insights-1.3,2020.emnlp-main.358
2021.insights-1.3,2020.coling-main.609
2021.insights-1.3,D19-1453
2021.insights-1.3,P19-1356
2021.insights-1.3,W16-2207
2021.insights-1.3,D15-1166
2021.insights-1.3,2020.coling-main.4
2021.insights-1.3,P19-1493
2021.insights-1.3,P17-1184
2021.insights-1.3,D19-1077
2021.naacl-main.325,D16-1120
2021.naacl-main.325,N19-1423
2021.naacl-main.325,D19-1222
2021.naacl-main.325,W18-2501
2021.naacl-main.325,D15-1013
2021.naacl-main.325,P14-5010
2021.naacl-main.325,W19-5929
2021.naacl-main.325,W19-5034
2021.naacl-main.325,W18-3026
2021.naacl-main.325,W18-2301
2021.naacl-main.325,D14-1162
2021.naacl-main.325,N18-1202
2021.naacl-main.325,D19-1002
2022.naacl-main.21,2021.acl-long.502
2022.naacl-main.21,2021.acl-long.465
2021.findings-emnlp.64,D18-1214
2021.findings-emnlp.64,D16-1250
2021.findings-emnlp.64,P17-1042
2021.findings-emnlp.64,P18-1073
2021.findings-emnlp.64,P19-1019
2021.findings-emnlp.64,P19-1489
2021.findings-emnlp.64,P19-1070
2021.findings-emnlp.64,P19-1143
2021.findings-emnlp.64,2020.emnlp-main.215
2021.findings-emnlp.64,P18-2036
2021.findings-emnlp.64,P19-1492
2021.findings-emnlp.64,P19-1018
2021.findings-emnlp.64,2020.acl-main.318
2021.findings-emnlp.64,D18-1042
2021.findings-emnlp.64,P18-1072
2021.findings-emnlp.64,D19-1449
2021.findings-emnlp.64,2020.emnlp-main.482
2021.findings-emnlp.64,2020.acl-main.201
2021.findings-emnlp.64,P19-1307
2021.adaptnlp-1.1,N19-1423
2021.adaptnlp-1.1,D19-1433
2021.adaptnlp-1.1,S19-2145
2021.adaptnlp-1.1,P19-1355
2021.adaptnlp-1.1,W17-4508
2021.adaptnlp-1.1,D19-1385
2020.blackboxnlp-1.12,2020.acl-main.676
2020.blackboxnlp-1.12,D15-1075
2020.blackboxnlp-1.12,D19-1107
2020.blackboxnlp-1.12,N18-2017
2020.blackboxnlp-1.12,P18-1031
2020.blackboxnlp-1.12,P19-1334
2021.findings-emnlp.128,2020.emnlp-main.648
2021.nlp4if-1.1,N19-1423
2021.nlp4if-1.1,2020.emnlp-demos.25
2021.nlp4if-1.1,P19-3019
2021.nlp4if-1.1,P18-1031
2021.nlp4if-1.1,2020.acl-main.164
2021.nlp4if-1.1,2020.coling-main.208
2020.acl-main.403,P18-1031
2020.acl-main.403,W15-2905
2020.acl-main.403,N19-1069
2020.acl-main.403,P19-1275
2020.acl-main.403,P19-1274
2020.acl-main.403,P19-1495
2020.acl-main.403,D17-1317
2020.acl-main.403,D17-2010
2020.acl-main.403,S18-1005
2020.acl-main.403,W14-2508
2020.acl-main.403,P16-2034
D19-1262,D14-1179
D19-1262,P16-1154
D19-1262,P16-1195
D19-1262,P16-1057
D19-1262,P17-1105
2021.findings-emnlp.71,2020.emnlp-main.553
2021.findings-emnlp.71,D19-1275
2021.findings-emnlp.71,D14-1162
2021.findings-emnlp.71,D19-1250
2021.findings-emnlp.71,2020.acl-main.240
2021.findings-acl.321,N19-1216
2021.findings-acl.321,W18-6212
2021.findings-acl.321,N19-1423
2021.findings-acl.321,P14-1105
2021.findings-acl.321,P18-1067
2021.findings-acl.321,2020.acl-main.674
2021.findings-acl.321,D18-1388
2021.findings-acl.321,2020.wnut-1.3
2021.findings-acl.321,2020.acl-main.403
2021.findings-acl.321,P17-1068
2021.findings-acl.321,2020.acl-main.50
2021.findings-emnlp.76,W19-8614
2021.findings-emnlp.76,P18-1082
2021.findings-emnlp.76,D19-1052
2021.findings-emnlp.76,P17-1099
2021.findings-emnlp.76,P18-1151
2021.findings-emnlp.76,2020.acl-main.224
2021.findings-emnlp.77,W19-8614
2021.findings-emnlp.77,2020.coling-main.179
2021.findings-emnlp.77,2020.acl-main.535
2021.findings-emnlp.77,2021.findings-acl.50
2022.naacl-main.419,2021.acl-long.111
2021.findings-emnlp.202,N19-1423
2021.findings-emnlp.202,D18-1259
2021.findings-emnlp.79,P18-1073
2021.findings-emnlp.79,2020.emnlp-main.214
2021.findings-emnlp.79,N19-1423
2021.findings-emnlp.79,D18-1040
2021.findings-emnlp.79,W19-5407
2021.findings-emnlp.79,2020.acl-main.41
2021.findings-emnlp.79,N19-1119
2021.findings-emnlp.79,W19-5409
2021.findings-emnlp.79,D19-1071
2021.findings-emnlp.79,P16-1009
2021.findings-emnlp.79,P19-1119
2021.findings-emnlp.79,2020.acl-main.327
2021.findings-emnlp.79,2020.emnlp-main.80
2021.findings-emnlp.79,D19-1073
2021.findings-emnlp.79,2020.coling-main.352
2021.findings-emnlp.79,W19-5410
2021.findings-emnlp.79,N19-1189
2021.findings-emnlp.79,2020.acl-main.151
2021.findings-emnlp.79,2020.acl-main.620
2021.findings-emnlp.204,D17-1181
2021.findings-emnlp.204,2020.acl-main.142
2021.findings-emnlp.204,2020.emnlp-main.585
2021.findings-emnlp.204,N19-1423
2021.findings-emnlp.204,P17-1085
2021.findings-emnlp.204,2020.acl-main.703
2021.findings-emnlp.204,P16-1105
2021.findings-emnlp.204,D14-1200
2021.findings-emnlp.204,2020.emnlp-main.301
2021.findings-emnlp.204,2020.emnlp-main.133
2021.findings-emnlp.204,2020.coling-main.138
2021.findings-emnlp.204,2020.emnlp-main.523
2021.findings-emnlp.204,P19-1074
2021.findings-emnlp.204,D19-1035
2021.findings-emnlp.204,P18-1047
2021.findings-emnlp.204,2020.findings-emnlp.23
2021.findings-emnlp.204,D17-1004
2021.findings-emnlp.204,P16-2034
P19-1132,D17-1188
2021.findings-emnlp.80,P19-1310
2021.findings-emnlp.80,P19-1309
2021.findings-emnlp.80,2020.acl-main.255
2021.findings-emnlp.80,2020.acl-srw.34
2021.findings-emnlp.80,2020.acl-demos.12
2021.findings-emnlp.80,2020.acl-main.148
2021.findings-emnlp.205,2020.acl-main.766
2021.findings-emnlp.205,2020.acl-main.421
2021.findings-emnlp.205,2020.acl-main.658
2021.findings-emnlp.205,2020.findings-emnlp.414
2021.findings-emnlp.205,2020.acl-main.747
2021.findings-emnlp.205,2020.acl-main.536
2021.findings-emnlp.205,N19-1423
2021.findings-emnlp.205,2020.emnlp-main.186
2021.findings-emnlp.205,2020.emnlp-main.358
2021.findings-emnlp.205,2020.findings-emnlp.352
2021.findings-emnlp.205,P18-1031
2021.findings-emnlp.205,D19-1252
2021.findings-emnlp.205,P18-1007
2021.findings-emnlp.205,D18-2012
2021.findings-emnlp.205,2020.emnlp-main.368
2021.findings-emnlp.205,N18-1202
2021.findings-emnlp.205,P19-1493
2021.findings-emnlp.205,2020.acl-main.170
2021.findings-emnlp.205,2021.acl-long.243
2021.findings-emnlp.205,P16-1162
2021.findings-emnlp.205,D19-6106
2021.findings-emnlp.205,D19-1077
P19-1417,P17-1171
2021.findings-emnlp.206,W19-1909
2021.findings-emnlp.206,D19-1371
2021.findings-emnlp.206,P15-2072
2021.findings-emnlp.206,N19-1054
2021.findings-emnlp.206,2020.emnlp-main.20
2021.findings-emnlp.206,N19-1304
2021.findings-emnlp.206,N19-1423
2021.findings-emnlp.206,2020.acl-main.740
2021.findings-emnlp.206,D16-1229
2021.findings-emnlp.206,P16-1141
2021.findings-emnlp.206,2021.acl-long.542
2021.findings-emnlp.206,P18-2110
2021.findings-emnlp.206,P19-1403
2021.findings-emnlp.206,P14-1105
2021.findings-emnlp.206,P18-2032
2021.findings-emnlp.206,W18-6210
2021.findings-emnlp.206,P19-1355
2021.findings-emnlp.206,2020.emnlp-main.606
2021.findings-emnlp.206,2020.emnlp-main.682
2021.findings-emnlp.206,2020.emnlp-demos.6
2021.blackboxnlp-1.33,2020.findings-emnlp.24
2021.acl-short.38,P17-1067
2021.acl-short.38,D18-1316
2021.acl-short.38,D16-1171
2021.acl-short.38,2020.acl-main.372
2021.acl-short.38,2020.acl-main.471
2021.acl-short.38,N19-1423
2021.acl-short.38,P18-1031
2021.acl-short.38,P19-1147
2021.acl-short.38,D18-1147
2021.acl-short.38,2020.acl-main.755
2021.acl-short.38,N18-1202
2021.acl-short.38,2020.acl-main.293
2021.acl-short.38,2020.emnlp-main.715
2021.acl-short.38,2020.acl-main.374
2021.acl-short.38,2020.acl-main.341
2021.findings-emnlp.207,P19-1285
2021.findings-emnlp.207,N19-1423
2021.findings-emnlp.207,2020.coling-main.82
2021.findings-emnlp.207,2020.emnlp-demos.6
P19-1628,P16-1046
P19-1628,P16-1188
P19-1628,K16-1028
P19-1628,N18-1158
P19-1628,D15-1226
P19-1628,P17-1099
2021.acl-short.69,D18-1461
2021.acl-short.69,N19-1154
2021.acl-short.69,2020.acl-main.145
2021.acl-short.69,W17-3204
2021.acl-short.69,P18-1007
2021.acl-short.69,2020.emnlp-main.203
2021.acl-short.69,W15-3049
2021.acl-short.69,2020.acl-main.170
2021.acl-short.69,P16-1162
2021.acl-short.69,P19-1021
2021.findings-emnlp.129,P17-1152
2021.findings-emnlp.129,2020.acl-main.349
2021.findings-emnlp.216,W19-4412
2021.findings-emnlp.216,P17-1074
2021.findings-emnlp.216,D16-1195
2021.findings-emnlp.216,2020.findings-emnlp.147
2021.findings-emnlp.216,D19-1119
2021.findings-emnlp.216,2020.emnlp-main.55
2021.findings-emnlp.216,2020.acl-main.703
2021.findings-emnlp.216,N19-1333
2021.findings-emnlp.216,D19-5504
2021.findings-emnlp.216,2020.bea-1.16
2021.findings-emnlp.216,W16-2323
2021.findings-emnlp.216,P16-1162
2021.findings-emnlp.216,2020.acl-srw.5
2021.findings-emnlp.216,2020.emnlp-demos.6
2021.findings-emnlp.216,N19-1014
2021.findings-emnlp.216,2020.findings-emnlp.30
2021.naacl-demos.16,2020.acl-main.478
2021.naacl-demos.16,2020.acl-main.747
2021.naacl-demos.16,D14-1148
2021.naacl-demos.16,D19-5102
2021.naacl-demos.16,D19-1041
2021.naacl-demos.16,W18-3101
2021.naacl-demos.16,N16-1056
2021.naacl-demos.16,W18-5620
2021.naacl-demos.16,D17-1018
2021.naacl-demos.16,2020.acl-main.703
2021.naacl-demos.16,2020.acl-demos.11
2021.naacl-demos.16,2020.findings-emnlp.344
2021.naacl-demos.16,D17-1108
2021.naacl-demos.16,P18-1212
2021.naacl-demos.16,D19-1642
2021.naacl-demos.16,P18-4009
2021.findings-acl.14,2020.spnlp-1.9
2021.findings-acl.14,2020.acl-main.714
2021.findings-acl.14,2020.emnlp-main.49
2021.findings-acl.14,2020.findings-emnlp.73
2021.findings-acl.14,2020.emnlp-main.128
2021.findings-acl.14,2020.acl-main.571
2021.findings-acl.14,D19-1585
2021.findings-acl.14,2020.coling-main.138
2021.findings-acl.14,2020.acl-main.136
2021.findings-acl.14,P18-1047
2021.findings-acl.14,P17-1113
2021.findings-emnlp.132,W18-6521
2021.findings-emnlp.132,P19-1483
2021.findings-emnlp.132,W17-3518
2021.findings-emnlp.132,W18-6505
2021.findings-emnlp.132,W15-3049
2021.findings-emnlp.132,2020.acl-demos.14
2021.findings-emnlp.132,W18-6535
2021.findings-emnlp.132,2020.acl-main.704
2021.findings-emnlp.132,D17-1239
2021.findings-emnlp.211,W18-2501
2021.findings-emnlp.211,2020.findings-emnlp.180
2021.findings-emnlp.211,2020.emnlp-main.209
2021.findings-emnlp.211,D19-1588
2021.findings-emnlp.211,S18-2005
2021.findings-emnlp.211,N18-2108
2021.findings-emnlp.211,W17-1609
2021.findings-emnlp.211,N18-2002
2021.findings-emnlp.211,2020.acl-demos.3
2021.findings-emnlp.211,P19-1164
2021.findings-emnlp.211,N18-2003
2021.findings-acl.208,D16-1084
2021.findings-acl.208,2020.findings-emnlp.365
2021.findings-acl.208,2020.acl-main.157
2021.findings-acl.208,S17-2006
2021.findings-acl.208,N19-1423
2021.findings-acl.208,N16-1138
2021.findings-acl.208,S19-2147
2021.findings-acl.208,D14-1083
2021.findings-acl.208,D18-1136
2021.findings-acl.208,D14-1181
2021.findings-acl.208,D19-1657
2021.findings-acl.208,S16-1003
2021.findings-acl.208,2020.emnlp-demos.2
2021.findings-acl.208,S16-1067
2021.findings-acl.208,S16-1062
2021.findings-acl.208,P18-2123
2021.findings-acl.208,P18-1234
2021.findings-acl.208,S16-1074
2021.findings-acl.208,2020.acl-main.291
2021.acl-short.40,D19-1459
2021.acl-short.40,N19-1423
2021.acl-short.40,W17-5526
2021.acl-short.40,P18-1205
2022.naacl-main.131,P19-1239
2022.naacl-main.131,P19-1455
2022.naacl-main.131,N18-2018
2022.naacl-main.131,N19-1423
2022.naacl-main.131,2021.eacl-main.171
2022.naacl-main.131,2020.acl-main.740
2022.naacl-main.131,2020.acl-main.403
2022.naacl-main.131,2020.emnlp-demos.2
2022.naacl-main.131,2020.acl-main.118
2022.naacl-main.131,2021.findings-acl.321
2022.naacl-main.131,D19-1372
2020.acl-main.65,K16-1002
2021.acl-short.12,D16-1203
2021.acl-short.12,N19-1423
2021.acl-short.12,N18-2017
2021.acl-short.12,P17-2003
2021.acl-short.12,P17-2067
2022.acl-long.486,P18-1163
2022.acl-long.486,N19-1202
2022.acl-long.486,2021.findings-acl.195
2022.acl-long.486,2021.findings-acl.224
2022.acl-long.486,2021.naacl-main.150
2022.acl-long.486,2020.coling-main.314
2022.acl-long.486,2021.findings-emnlp.29
2022.acl-long.486,W18-6319
2022.acl-long.486,D17-1145
2022.acl-long.486,P19-1115
2022.acl-long.486,2021.acl-long.328
2022.acl-long.486,2020.acl-main.344
2022.acl-long.486,2021.acl-long.204
2022.acl-long.486,2020.findings-emnlp.230
2022.acl-long.486,P19-1649
2022.acl-long.486,P19-1426
2021.eval4nlp-1.8,P14-1133
2021.eval4nlp-1.8,N19-1423
2021.eval4nlp-1.8,P18-1033
2021.eval4nlp-1.8,P16-1002
2021.eval4nlp-1.8,2021.naacl-main.324
2021.eval4nlp-1.8,2020.acl-main.703
2021.eval4nlp-1.8,2020.findings-emnlp.438
2021.eval4nlp-1.8,N18-1202
2021.eval4nlp-1.8,2020.acl-main.442
2021.eval4nlp-1.8,2021.acl-long.75
2021.eval4nlp-1.8,2020.acl-main.742
2021.eval4nlp-1.8,2020.acl-main.677
2021.eval4nlp-1.8,P15-1129
2021.acl-short.5,W19-5301
2021.acl-short.5,W18-6401
2021.acl-short.5,W19-5356
2021.acl-short.5,W14-3348
2021.acl-short.5,2020.emnlp-main.5
2021.acl-short.5,2020.acl-main.41
2021.acl-short.5,W19-5358
2021.acl-short.5,W19-5302
2021.acl-short.5,2020.acl-main.448
2021.acl-short.5,W15-3049
2021.acl-short.5,2020.acl-main.704
2022.naacl-main.424,2021.findings-acl.125
2022.naacl-main.424,W18-6318
2022.naacl-main.424,P19-1294
2022.naacl-main.424,D19-1633
2022.naacl-main.424,P17-1141
2022.naacl-main.424,D16-1139
2022.naacl-main.424,2021.acl-short.94
2022.naacl-main.424,P15-1002
2022.naacl-main.424,N19-4009
2022.naacl-main.424,W18-6301
2022.naacl-main.424,N18-1119
2022.naacl-main.424,2021.acl-long.155
2022.naacl-main.424,P16-1162
2022.naacl-main.424,N19-1044
2022.naacl-main.424,2020.acl-main.325
2022.naacl-main.424,2021.findings-acl.385
2021.emnlp-tutorials.3,P17-1017
2021.emnlp-tutorials.3,P16-1154
2021.emnlp-tutorials.3,N18-2101
2021.emnlp-tutorials.3,N19-1238
2021.emnlp-tutorials.3,P19-1479
2021.emnlp-tutorials.3,P18-1138
2021.emnlp-tutorials.3,D19-1187
2021.emnlp-tutorials.3,P19-1197
2021.emnlp-tutorials.3,N19-1236
2021.emnlp-tutorials.3,P19-1195
2021.emnlp-tutorials.3,D19-1013
2021.emnlp-tutorials.3,P18-1150
2021.emnlp-tutorials.3,D19-1406
2021.emnlp-tutorials.3,P19-1191
2021.emnlp-tutorials.3,2020.acl-main.101
2021.emnlp-tutorials.3,D18-1433
2021.emnlp-tutorials.3,D17-1239
2021.emnlp-tutorials.3,2020.acl-main.184
2021.emnlp-tutorials.3,D19-1548
2021.findings-emnlp.165,D19-5611
2021.findings-emnlp.165,N19-1423
2021.findings-emnlp.165,D16-1132
2021.findings-emnlp.165,D19-5603
2021.findings-emnlp.165,2020.coling-main.435
2021.findings-emnlp.165,D18-2012
2021.findings-emnlp.165,P18-1044
2021.findings-emnlp.165,2020.acl-main.703
2021.findings-emnlp.165,P17-1010
2021.findings-emnlp.165,P17-1146
2021.findings-emnlp.165,N18-1202
2021.findings-emnlp.165,2020.acl-main.467
2021.findings-emnlp.165,P16-1162
2021.findings-emnlp.165,P18-1054
2021.findings-emnlp.165,2020.acl-main.482
2021.findings-emnlp.165,2020.coling-main.114
2021.findings-emnlp.165,2020.emnlp-main.635
2021.findings-emnlp.165,P19-1439
2021.findings-emnlp.165,D19-1085
2021.findings-emnlp.165,D18-1333
2021.findings-emnlp.165,N16-1113
2021.findings-emnlp.165,D17-1135
2020.acl-main.310,P18-1198
2020.acl-main.310,P19-1285
2020.acl-main.310,P18-1079
2021.acl-long.251,N19-1423
2021.acl-long.251,P17-1147
2021.acl-long.251,2020.acl-main.703
2021.acl-long.251,D19-1250
2021.acl-long.251,D16-1264
2021.acl-long.251,2020.emnlp-main.437
2021.acl-long.251,P19-1393
2021.findings-emnlp.173,W18-1111
2021.findings-emnlp.173,W19-3504
2021.findings-emnlp.173,W17-2902
2021.findings-emnlp.173,P19-1357
2021.findings-emnlp.173,S19-2011
2021.findings-emnlp.173,2020.acl-main.118
2021.findings-emnlp.173,2020.acl-main.396
2021.findings-emnlp.173,D14-1211
2021.findings-emnlp.173,N19-1305
2021.findings-emnlp.173,2020.acl-main.394
2021.findings-emnlp.173,P16-1030
2021.findings-emnlp.173,2020.alw-1.10
2021.findings-emnlp.173,P19-1163
2021.findings-emnlp.173,W17-1101
2021.findings-emnlp.173,D19-1385
2021.findings-emnlp.173,W17-3012
2021.findings-emnlp.173,N19-1144
2021.findings-emnlp.173,S19-2010
2021.acl-short.19,2020.acl-main.385
2021.acl-short.19,K18-1030
2021.acl-short.19,2020.blackboxnlp-1.14
2021.acl-short.19,2020.acl-main.463
2021.acl-short.19,2020.acl-srw.33
2021.acl-short.19,N16-1012
2021.acl-short.19,N19-1423
2021.acl-short.19,W19-5201
2021.acl-short.19,N18-1108
2021.acl-short.19,N19-1357
2021.acl-short.19,D19-6408
2021.acl-short.19,P19-1282
2021.acl-short.19,2020.conll-1.2
2021.acl-short.19,2020.emnlp-main.377
2021.acl-short.19,P19-3007
2021.acl-short.19,D19-1002
2021.acl-short.19,2020.emnlp-demos.6
2022.wassa-1.7,2020.emnlp-main.717
2022.wassa-1.7,2021.naacl-main.379
2022.wassa-1.7,D16-1084
2022.wassa-1.7,D18-1389
2022.wassa-1.7,2020.acl-main.308
2022.wassa-1.7,N19-1423
2022.wassa-1.7,2021.acl-long.127
2022.wassa-1.7,2021.emnlp-main.710
2022.wassa-1.7,D18-1136
2022.wassa-1.7,2021.findings-acl.208
2022.wassa-1.7,2021.emnlp-main.511
2022.wassa-1.7,2021.findings-acl.126
2022.wassa-1.7,S16-1003
2022.wassa-1.7,2020.emnlp-demos.2
2022.wassa-1.7,N19-1185
2022.wassa-1.7,2020.acl-main.50
2022.wassa-1.7,P18-1234
2022.wassa-1.7,2020.acl-main.291
2020.acl-main.210,D15-1075
2020.acl-main.210,N19-1423
2020.acl-main.210,P19-1483
2020.acl-main.210,P18-2103
2020.acl-main.210,N18-2017
2020.acl-main.210,N18-1023
2020.acl-main.210,P19-1329
2020.acl-main.210,P19-1459
2020.acl-main.210,D16-1244
2020.acl-main.210,P15-1142
2020.acl-main.210,S18-2023
2020.acl-main.210,D16-1264
2020.acl-main.210,N19-1421
2020.acl-main.210,D19-1221
2020.acl-main.210,D19-1534
2020.acl-main.210,W18-5446
2020.acl-main.210,N18-1101
2020.acl-main.210,D18-1009
2020.acl-main.210,D19-1332
2022.ltedi-1.11,W19-3823
2022.ltedi-1.11,S18-1001
2022.findings-acl.64,2020.findings-emnlp.372
2021.findings-emnlp.183,P19-1178
2021.findings-emnlp.183,D19-1682
2021.acl-srw.23,2020.acl-main.537
2021.acl-srw.23,2020.acl-main.204
2022.findings-acl.311,2021.acl-long.238
2022.findings-acl.311,2020.acl-main.382
2022.findings-acl.311,N19-1423
2022.findings-acl.311,2020.acl-main.408
2022.findings-acl.311,P19-1315
2022.findings-acl.311,N16-2002
2022.findings-acl.311,2020.emnlp-main.732
2022.findings-acl.311,2021.naacl-main.102
2022.findings-acl.311,2020.emnlp-main.10
2022.findings-acl.311,W14-1618
